Code,Product label,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
'24,Tobacco and manufactured tobacco substitutes,173636,209556,224874,264701,298291,364551,448595,674811,897633,878687,797927,923215,1084694,957216,934743,1012052,929820,986017,964169
'70,Glass and glassware,138257,172937,199066,211662,231204,293515,343866,441710,335248,382312,570909,564158,686758,702511,703879,652802,680069,895478,910753
'74,Copper and articles thereof,189783,318488,504389,846569,1318922,2800998,2901348,2342041,1529976,5424571,2959274,2824592,3066552,3456137,2722751,2326690,3372476,1607634,910161
'82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",220577,228826,273430,340314,463584,536808,493435,582548,422969,583600,856552,862729,916272,914874,791281,738845,802650,881209,890217
'21,Miscellaneous edible preparations,140666,119333,133377,129270,171104,189580,221087,268513,273554,315481,430453,504168,567525,581763,556358,613986,693813,761546,813987
'83,Miscellaneous articles of base metal,121471,130456,144665,189662,209525,260566,312235,373817,297625,368561,439958,433280,502597,540893,507470,516283,567599,617078,661223
'34,"Soap, organic surface-active agents, washing preparations, lubricating preparations, artificial ...",44021,71344,63961,65438,101185,132439,159358,285659,236114,322230,451588,695432,541973,547118,482434,510140,564173,599517,638081
'96,Miscellaneous manufactured articles,115204,111854,140430,140927,171426,192427,213658,240563,257076,321019,374071,435486,510948,518514,540078,560442,543179,604711,624235
'20,"Preparations of vegetables, fruit, nuts or other parts of plants",72178,58713,75270,93465,136883,193785,197330,266478,265394,274524,355672,384792,461858,502300,490717,480498,552961,595433,609042
'79,Zinc and articles thereof,3300,9014,15536,38131,33977,560140,404273,415367,345063,669223,790417,503810,495725,463087,691745,432901,908465,738181,589915
'41,Raw hides and skins (other than furskins) and leather,456682,510911,520506,602021,644170,722999,805164,845668,562082,789832,1014617,1073742,1349059,1363716,1095712,908637,882172,783116,562663
'19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",46025,56781,64330,80508,117234,127449,152808,242929,207225,247797,368419,397121,491187,488638,494881,515720,522453,522154,537435
'44,Wood and articles of wood; wood charcoal,30260,42650,49900,82291,99548,120109,149406,187034,146509,163782,220652,258875,351497,353812,427377,400749,415072,435527,480256
'04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere ...",71824,66800,87445,126419,239125,191469,265515,418537,178772,238215,222502,306691,737603,481893,346126,279631,339357,482592,460406
'16,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates",4525,19435,68336,108413,156602,208994,191687,251176,199050,285510,168883,84793,121770,145419,203091,292886,396106,429870,456833
'53,Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn,148178,108835,124648,164302,174596,156169,170030,202238,170411,348745,378933,325651,326885,350218,354869,414242,428144,419282,452734
'60,Knitted or crocheted fabrics,32490,28304,48994,46234,44346,71867,80097,112257,109295,143794,256458,209374,256497,258953,237950,265859,319465,421242,444355
'56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",45328,49366,56589,51862,77911,93965,120527,152537,162971,239158,301058,310375,352623,345639,427642,431667,387557,419868,427480
'58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,200383,165041,98747,111600,143313,170941,190581,236457,193705,239978,243283,258253,397534,407235,365537,361178,376838,370328,410109
'95,"Toys, games and sports requisites; parts and accessories thereof",64964,67703,81889,96803,124507,138542,120063,150407,126837,157841,199806,211777,274668,293458,285777,298153,302031,393732,405712
'78,Lead and articles thereof,1846,1022,2114,7333,16238,17660,46808,44550,74998,123490,183426,107708,213169,192579,176948,164726,370997,435983,396059
'49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, ...",57154,66234,83284,103025,137435,162832,235825,215817,217050,217612,339103,337019,349125,313220,276297,285994,261118,380967,365210
'86,"Railway or tramway locomotives, rolling stock and parts thereof; railway or tramway track fixtures ...",31780,12458,19654,25827,27788,63892,64820,75469,42449,56774,134532,130630,192392,140268,84243,178952,303377,510120,350339
'11,Products of the milling industry; malt; starches; inulin; wheat gluten,46913,68606,93203,70598,32896,31999,51863,61023,55789,76351,135724,218119,319130,305476,295746,228198,228589,313496,311676
'22,"Beverages, spirits and vinegar",31810,24576,26578,29342,49920,63770,75894,114283,122196,167089,274683,353548,438238,376837,341088,308060,334672,331003,282569
'59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable ...",42741,46874,53557,73813,81742,74507,96324,99965,91988,146134,157352,181430,239933,393924,223812,207844,225790,249099,278074
'67,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles ...,46293,46970,67234,75228,98301,136549,181302,196538,191313,202679,224140,285765,367019,276759,286146,242638,240015,216561,274645
'35,Albuminoidal substances; modified starches; glues; enzymes,57116,57629,69990,86865,137428,125152,213808,235205,183306,232698,216579,269555,353090,341124,258775,240774,233408,250679,236067
'18,Cocoa and cocoa preparations,3586,2301,3672,6309,5555,8470,9475,18203,17342,27674,29603,53957,82871,126614,179835,177520,160917,194455,192491
'51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",47072,53304,53039,64999,83003,86884,101241,126186,111403,142295,216005,187706,163360,178539,180823,159462,161267,188452,187104
'99,Commodities not elsewhere specified,1285992,1185398,748541,890406,1120511,1267088,1679168,1681170,7716112,4228559,13865387,2525652,3310121,959798,2293003,820957,277469,178658,156534
'93,Arms and ammunition; parts and accessories thereof,5743,2393,3267,2336,869,4751,3750,10969,16547,10990,28234,34938,63807,65088,121207,86837,92359,118036,133107
'31,Fertilisers,19286,2291,6547,9527,14376,11822,15715,43170,136366,39954,80541,94145,75610,77600,96832,87045,88725,136380,122210
'97,"Works of art, collectors' pieces and antiques",3398,4938,369130,403959,441882,441069,511854,330402,204639,219628,276738,244364,280956,234164,168060,319747,94614,140726,121994
'36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,13100,12754,15979,22422,30467,34389,48515,67151,64530,75241,74321,87775,92332,88044,84510,93755,109439,120526,112947
'05,"Products of animal origin, not elsewhere specified or included",40794,44457,34514,39650,40598,40883,50161,41112,52166,73008,193559,126960,136116,117035,79939,91872,106820,134343,106400
'91,Clocks and watches and parts thereof,53670,51035,65094,68016,58347,44993,45888,48404,37886,46307,72010,78179,90768,91329,99512,91078,80669,94598,97684
'75,Nickel and articles thereof,5824,3065,5912,7684,17959,23716,29034,28852,17266,32027,39684,305831,503077,739733,750919,137263,41242,60004,96060
'50,Silk,260052,270420,290781,381361,403584,383330,348416,359943,271135,335203,259747,163530,164301,140579,111036,90673,76583,82957,84679
