Code,Product label,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
'43,Furskins and artificial fur; manufactures thereof,91804,98783,107446,116547,118204,150755,180441,141462,116569,117780,176436,224743,411962,615397,458130,380438,251027,285143,239734
'92,Musical instruments; parts and accessories of such articles,132281,145276,159834,193266,213048,222593,236449,259373,211913,227031,242990,251698,244633,225902,209449,198852,203807,221905,222642
'36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,91229,76481,94169,127911,149278,155953,177629,183105,144087,211850,214973,208508,231014,214206,185897,167654,201751,228046,221046
'60,Knitted or crocheted fabrics,316608,273308,272985,263970,245804,229593,210058,183854,156976,182722,198356,211484,202432,196373,206930,205135,192756,193671,187611
'05,"Products of animal origin, not elsewhere specified or included",79004,76323,75743,70743,77450,69759,70645,91519,97583,104942,137920,158445,141510,146673,148257,140158,161112,153610,174064
'13,"Lac; gums, resins and other vegetable saps and extracts",62863,64773,73129,81993,90485,91207,96492,104859,97599,122563,166732,246906,189983,187920,151548,135480,162066,171630,159987
'24,Tobacco and manufactured tobacco substitutes,56872,70514,83587,83935,100171,230220,368535,120037,114839,161773,152200,154368,161070,149730,117169,133175,137672,134021,122541
'58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,112597,134244,135570,139148,129540,127259,124742,116405,100009,111439,125255,125694,122636,123007,122463,119722,124873,124850,120454
'67,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles ...,48379,53888,61325,60762,66512,66082,76384,81713,66637,71912,83356,91004,85811,85490,89893,92314,97034,105983,112938
'52,Cotton,538323,513218,471272,436072,351109,277455,231238,177642,132471,156530,172934,156043,146342,139840,133081,113983,108429,110779,109058
'37,Photographic or cinematographic goods,619649,628618,701220,703989,726836,611332,573611,479872,440277,389177,360445,200745,171179,145335,127465,113485,109347,100021,98896
'66,"Umbrellas, sun umbrellas, walking sticks, seat-sticks, whips, riding-crops and parts thereof",29778,31873,31718,34097,34031,38851,44954,44782,49357,50658,65011,71670,73992,82850,75040,73279,86541,87684,86655
'51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",154724,145434,161854,161038,140443,134284,132454,103979,65904,84505,92593,95259,95844,102046,98214,89085,83211,89857,85772
'79,Zinc and articles thereof,44726,38391,40217,54513,46390,79871,105646,63460,40882,62778,64141,62542,58545,72118,77878,58595,82930,85230,84169
'41,Raw hides and skins (other than furskins) and leather,277548,262293,238865,234233,188089,163628,133451,124411,93932,105369,105930,100481,96053,93183,90338,80087,76894,74982,65379
'80,Tin and articles thereof,35727,34263,34819,48702,47828,56196,74092,85923,58086,97039,114976,86102,83976,90393,71176,68248,69239,62282,52316
'46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",28479,32863,35326,54242,65424,74282,74790,66640,61545,59582,57662,52483,52986,59334,43971,33796,32006,35447,40258
'53,Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn,15306,14166,15023,16308,17800,18386,20327,21285,17455,18554,22662,22860,20382,20134,22691,23352,23562,22045,23693
'45,Cork and articles of cork,17156,18387,25713,29581,30108,30220,37541,37476,32342,33132,34415,33230,30412,26337,24986,24151,24853,24138,21158
'78,Lead and articles thereof,20030,11944,12509,19681,20857,35992,52206,80584,53984,30861,29573,17759,22267,20176,18625,18133,24353,23804,17263
'14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,4997,4894,5816,5765,6853,7034,6441,5717,6493,8593,8844,10263,10654,11839,11370,12960,12601,14650,16974
'50,Silk,20463,20872,23806,23610,22738,20226,20624,18319,12523,14366,14888,13134,10286,9700,8340,8366,7089,5617,5600
