Code,Product label,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
'59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable ...",1428344,1604706,1803334,1893448,1937210,2111093,2197390,2487003,2017334,2367500,2733414,2520869,2648466,2679217,2302703,2480170,2710364,2897130,2607487
'17,Sugars and sugar confectionery,1041566,1008268,1151158,1287145,1578344,1621460,1667178,1916937,2011470,1982639,2327415,2492795,2504913,2563806,1988061,2166503,2535596,2667135,2553616
'25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1089703,1212576,1393086,1708684,1875344,2142157,2415567,3295631,2539287,2555666,2996168,2545805,2622302,2585398,2224933,2204371,2238863,2341358,2219498
'08,Edible fruit and nuts; peel of citrus fruit or melons,475174,577438,663799,820431,1114102,1338510,1504489,1916651,1637615,1682338,1777867,1596706,1860186,2006555,2042635,2114438,2128510,2202111,2111059
'10,Cereals,1510370,1410085,1429786,1339479,1640620,1823178,2258262,3792692,3016525,2823660,3317142,3320473,4324986,3851433,3400566,2842344,2440211,1970198,1962553
'11,Products of the milling industry; malt; starches; inulin; wheat gluten,565410,621570,655304,714167,672172,777617,990163,1326721,1255828,1200792,1441080,1525141,1668336,1781589,1577957,1603870,1706453,1848105,1864872
'91,Clocks and watches and parts thereof,677530,756429,854209,1014761,1081123,1244886,1276076,1564417,1342606,1683469,2081621,2087429,2379012,2543853,2376949,2016898,1959185,2013324,1843882
'03,"Fish and crustaceans, molluscs and other aquatic invertebrates",543863,530054,562968,650354,917587,1095353,1079696,1437756,1390114,1453025,1714839,1504770,1676760,1804248,1616489,1783063,1857900,1843942,1660961
'81,Other base metals; cermets; articles thereof,478300,437936,525596,713774,1013173,1260142,1373461,1389499,841118,1162194,1573782,1497585,1554188,1728664,1407078,1409563,1568894,1732506,1628559
'75,Nickel and articles thereof,540669,503254,530545,831552,1148813,1483255,2165931,1778516,855729,1054365,1415524,1405236,1323887,1394144,1233365,979061,1213612,1498567,1571908
'54,Man-made filaments; strip and the like of man-made textile materials,1966748,1957455,2103988,2881101,2830097,2953770,3304166,2493001,1869626,1931416,2204852,1842805,1865482,1914384,1618206,1560702,1622502,1679396,1543851
'12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal ...",603214,657918,649425,805129,754625,843209,1073654,1612308,1145101,1235821,1426964,1242179,1335565,1474274,1270145,1397836,1534080,1698410,1525933
'01,Live animals,523124,643386,622526,789754,1006447,992852,974539,1338353,1425224,1443241,1779166,1792194,2033939,2017558,1728518,1643893,1670774,1668533,1504996
'37,Photographic or cinematographic goods,1619867,1714389,1857841,1996335,1801191,1823963,1926471,1803835,1580817,1521356,1532085,1496291,1543039,1551521,1311975,1381324,1370106,1489422,1375140
'07,Edible vegetables and certain roots and tubers,448636,531634,535913,584125,735213,851633,933466,1247264,1116906,1184353,1266429,1161859,1467845,1254724,1091992,1173039,1230298,1273249,1339899
'47,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or ...,523029,613670,575926,721035,887305,1037472,1228598,1500446,1132731,1429002,1753803,1448125,1541641,1531451,1358023,1331187,1413777,1417163,1304848
'31,Fertilisers,924853,970764,1143593,1389017,1748999,1813561,2241297,3561959,2261783,2338074,3144907,3203528,2847737,2453858,997308,911565,966129,1078384,1102555
'06,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",241128,300994,368378,401467,473442,540134,618651,920600,859125,847954,1065775,984174,1111277,1113341,938395,1019858,1023631,1132885,1071204
'05,"Products of animal origin, not elsewhere specified or included",294140,324133,366825,455645,498229,547159,570540,832718,774962,782650,969625,984295,1114161,1052768,856660,870186,991717,1094625,1038806
'55,Man-made staple fibres,1993070,2016511,2173080,2427906,2311441,2410733,2521373,1668353,1536323,1623027,1829242,1672928,1791734,1788930,1074572,1042378,1099003,1125186,1012730
'97,"Works of art, collectors' pieces and antiques",516880,487794,494746,647513,551395,586532,637583,874663,712702,1025797,1305590,1211857,865955,842359,918485,782163,869586,1036022,873098
'52,Cotton,1388851,1344543,1436523,1554787,1459415,1473852,1470438,1593787,1210316,1324216,1629487,1330077,1300927,1261326,982249,945242,963166,945409,819894
'41,Raw hides and skins (other than furskins) and leather,993056,1112462,1056187,1035063,970584,1135539,1222061,1330581,863705,1123277,1423629,1299635,1416428,1512340,1224282,1095867,1085458,1063599,812247
'60,Knitted or crocheted fabrics,898202,919510,1053181,1121072,1052310,1076641,1154133,1226555,966663,1062780,1242494,1005948,1027452,1021203,865789,882865,934223,902768,805894
'92,Musical instruments; parts and accessories of such articles,312852,332459,388384,438387,448148,483148,541802,644181,548945,630526,746446,696477,720468,730496,620072,611143,679880,759267,769408
'79,Zinc and articles thereof,313316,333877,374680,430539,489201,824730,1066179,637387,482958,629320,726675,658213,599146,675658,513384,519145,706341,752784,765747
'57,Carpets and other textile floor coverings,399793,417055,464633,522609,571618,620715,642857,805181,657381,686954,754716,677930,673079,689896,567251,601043,619553,646910,600559
'58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,508460,594252,667658,652124,626727,647935,629285,751650,603900,631185,690547,594745,603105,610400,549551,560320,596281,616733,577602
'26,"Ores, slag and ash",136486,140385,135073,191752,262580,388902,404751,409378,333217,409554,479918,458289,448015,418218,368473,407045,554825,594785,577274
'13,"Lac; gums, resins and other vegetable saps and extracts",236112,254183,304996,338221,386537,406916,480214,731152,621330,623757,649029,631614,676073,674110,405949,428015,501656,548711,554421
'65,Headgear and parts thereof,94604,111459,116074,146013,179743,235499,255231,347022,318837,346065,406406,358976,409201,452205,383236,414642,482696,529108,543567
