Code,Product label,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
'32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring ...",1209908,1387373,1526384,1927426,2487249,2999628,3579053,3711730,3068047,4309351,5504602,5470083,5803352,6723672,6300753,6204143,7056043,7782237,7739324
'31,Fertilisers,389469,349723,799868,1309198,1010701,1168773,3736644,4366845,2584421,5431165,7924010,7242172,6252535,8919588,10878120,6551331,6074758,7027789,7170886
'74,Copper and articles thereof,621200,752475,952467,2141661,3055292,5831603,5285116,5605875,3574551,4802012,6743804,7191572,7144440,6982630,5624280,5822738,6470535,6948149,6783502
'08,Edible fruit and nuts; peel of citrus fruit or melons,434862,554558,751788,916374,1067337,1283813,1632441,2104372,2378787,2679443,3188464,3771731,4171873,4318152,5210495,5486744,5343137,5284633,6229019
'56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",329906,364601,468844,594744,860253,1099977,1377534,1916221,1962161,2683298,3457645,3540451,4125344,4598021,4861927,4937214,5089427,5742582,6062448
'33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",409182,518336,761251,929597,1200608,1466820,1792679,1948937,1937112,2494011,3029071,3299935,3620700,4187334,4703487,4367112,4846660,5633581,5896179
'58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,786646,1155095,1554686,1975251,2709120,3366502,4690998,5360804,3529781,3804671,4569919,4637697,4874882,5122517,4805720,4590432,4739217,5073174,5318943
'43,Furskins and artificial fur; manufactures thereof,497281,540166,912469,2007422,2614508,1218239,957906,884190,1305159,1988385,2599659,3050125,3656584,4155154,3341350,3405379,3714794,4310069,5090498
'91,Clocks and watches and parts thereof,1606856,1661969,1922458,2058263,1994359,1994085,2446971,2746677,2452306,3048958,3688017,5063267,5568388,5322873,5775587,5497417,4844678,4721817,4972517
'65,Headgear and parts thereof,622459,747466,938773,1179612,1443345,1750356,1985691,2385698,2226312,2797773,3537139,3897285,4439499,4542484,4789982,4491133,4366502,4680178,4653491
'34,"Soap, organic surface-active agents, washing preparations, lubricating preparations, artificial ...",401397,488432,600896,808700,935871,1126928,1475583,1795060,1592544,2026032,2677881,2946947,3133967,3447921,3283423,3272920,3562707,4128183,4429442
'49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, ...",489490,615139,702034,935553,1149127,1439560,2012054,2547549,2361985,2704437,3105985,3471603,3699520,3837578,3906625,3693880,3646337,3883529,3982723
'21,Miscellaneous edible preparations,399388,460709,544383,613239,716491,911081,1103422,1238265,1298612,1559219,2006015,2223215,2464515,2708012,2981456,3208458,3355603,3676668,3975850
'88,"Aircraft, spacecraft, and parts thereof",399089,438597,438960,520664,745972,1293330,1414222,1639686,941440,1265232,1630432,1558316,1939710,2647267,3483943,3440181,3670362,4612433,3906195
'09,"Coffee, tea, maté and spices",542118,551575,623846,864582,927362,988965,1088875,1314859,1403163,1657471,2020633,1942993,2245403,2452618,2537040,2981847,3183074,3285918,3640092
