Code,Product label,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
'68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",720284,695437,808385,1031130,1151355,1276896,1400341,1326565,931426,1040734,1162184,1116529,1137018,1333973,1157624,1081168,1152663,1190873,1130926
'91,Clocks and watches and parts thereof,235313,233588,272755,303519,341942,316366,381080,392623,348197,382114,559100,641504,799542,856401,993319,984696,1091310,1048101,1117109
'63,Other made-up textile articles; sets; worn clothing and worn textile articles; rags,440372,456869,556862,644408,706097,810324,920473,941128,849259,910090,994918,1032343,1142084,1146920,1034527,1009217,1048243,1112906,1088906
'18,Cocoa and cocoa preparations,501658,540784,581904,607909,644366,630854,774000,795927,687580,704080,765312,896412,976307,1035788,960089,951005,975477,1070063,1049312
'81,Other base metals; cermets; articles thereof,448338,409568,366793,450129,638115,702629,783069,780178,551465,693291,856720,794329,789971,866247,820372,803516,879016,986198,1004675
'82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1806056,1816747,1816888,2142229,1860675,2177704,1693879,1738366,1147579,1343978,1388540,1282222,1303490,1343416,1136483,996115,1045358,1084251,988681
'93,Arms and ammunition; parts and accessories thereof,456672,498906,387642,661173,1036841,764772,143441,534981,592996,490068,730770,847230,1119247,152904,2015114,243486,1288906,134646,949937
'10,Cereals,337010,344734,692574,573467,554069,509868,678287,1018884,720004,1000238,980953,681615,488538,702099,859852,944624,454272,410559,752645
'01,Live animals,525390,532516,728343,785877,735239,678983,902445,830465,674194,584142,645635,578096,618258,669022,674895,680028,711895,708696,725851
'15,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal ...,241671,429272,509260,496330,505908,575240,721593,778437,684414,743621,801124,802654,845855,823697,701437,643031,722370,776640,712645
'20,"Preparations of vegetables, fruit, nuts or other parts of plants",263062,280816,303295,382466,367948,411032,498692,555532,479755,486193,557684,542292,610154,667139,649560,669584,739446,784977,705217
'96,Miscellaneous manufactured articles,473688,476288,616555,603424,532630,550130,591921,576582,487811,492900,563443,808628,749674,846686,781167,756626,739253,740503,677624
'25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",643516,644064,757226,821858,841787,918539,951328,871301,645101,694342,804377,700123,723305,729577,646240,568424,648570,699923,663132
'69,Ceramic products,761632,709332,805174,858380,839091,896289,975365,870322,560369,571450,621509,599223,585327,661157,590941,553629,597193,655887,592538
'44,Wood and articles of wood; wood charcoal,468325,514749,698514,749466,843995,775201,815709,683631,470340,512781,587686,537253,554685,606940,512666,502536,534704,596522,589244
'35,Albuminoidal substances; modified starches; glues; enzymes,514682,578053,682926,631841,568283,593837,552530,555028,430789,465914,560017,525281,546271,543852,552800,485195,552150,581890,579116
'07,Edible vegetables and certain roots and tubers,213430,273360,350263,377080,362706,382716,438086,469880,480052,490123,538294,481099,536086,524101,507253,515267,476035,520860,574341
'09,"Coffee, tea, maté and spices",254176,269011,317220,336531,314248,359944,413578,465962,438761,529202,523200,475925,581512,599589,567246,556343,582254,572924,566785
'47,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or ...,112478,158558,293042,458545,519797,619610,829014,887718,555953,838419,997939,849825,784633,793811,765560,750285,841441,770607,564298
'54,Man-made filaments; strip and the like of man-made textile materials,1044552,1043711,1114749,1149188,981147,993153,701391,886541,691765,792483,863158,816672,848197,493088,758581,371488,712586,447632,539057
